image_name,label,split,RL_edge_density,RL_mean_edge_strength,RL_std_edge_strength,RL_thin_edge_ratio,RL_thick_edge_ratio,RL_orientation_entropy,LL_edge_density,LL_mean_edge_strength,LL_std_edge_strength,LL_thin_edge_ratio,LL_thick_edge_ratio,LL_orientation_entropy,RL_missing_edge_ratio,RL_low_gradient_area_ratio,RL_edge_gap_count,RL_mean_gap_length,LL_missing_edge_ratio,LL_low_gradient_area_ratio,LL_edge_gap_count,LL_mean_gap_length,RL_num_opacity_regions,RL_largest_patch_ratio,RL_mean_patch_edge_strength,RL_patch_irregularity,RL_patch_edge_blur,LL_num_opacity_regions,LL_largest_patch_ratio,LL_mean_patch_edge_strength,LL_patch_irregularity,LL_patch_edge_blur,RL_lower_zone_edge_density_ratio,RL_lower_zone_opacity_ratio,RL_upper_vs_lower_edge_drop,LL_lower_zone_edge_density_ratio,LL_lower_zone_opacity_ratio,LL_upper_vs_lower_edge_drop,heart_lung_edge_density,border_gradient_mean,border_continuity_score,edge_density_diff,mean_gradient_diff,opacity_area_diff,missing_edge_diff
train_NORMAL2-IM-1221-0001.jpeg,0,train,0.30447759858234735,78.43648947340915,39.51789064107205,0.8000911215296659,0.5364929206866308,2.857920298936735,0.2995577437370654,77.84049500147091,39.19483899477168,0.805028470480607,0.5397888887838898,2.8651412794570392,0.0,0.03882882560366585,1,155203.0,0.0,0.03747838330766105,1,148093.0,465,0.037490826427049956,79.9274080047035,0.671929689780676,53.328054124126915,465,0.06845994651345196,72.7614844984437,0.6587292905155518,49.347566412793945,0.9377690183926852,0.09131897020164192,0.030810446602320463,0.9162364014313182,0.1829306119916871,0.04970871787069597,0.33835536547433903,48.44368650804737,0.34,0.004919854845281957,0.25885819246474284,0.012148207352659757,0.0
train_NORMAL2-IM-0798-0001.jpeg,0,train,0.25804805959876104,71.23397426826527,36.557497594180795,0.8061160448112468,0.48336943539081323,2.857369309598154,0.23619503209224046,72.5692974579646,37.95003547064313,0.7957942017149857,0.44896345197737386,2.848700910018247,0.0,0.04999089013502844,1,183063.0,0.0,0.059116269873801065,1,158282.0,363,0.055582322813126306,74.89837326409175,0.632654972283016,49.419387744969775,258,0.0619999903554499,76.19124797090657,0.6535905878951288,48.708738986119236,0.8717853352867787,0.13355724824566664,0.05184173011836843,0.8313403897037939,0.11934048678356451,0.06585124136199794,0.29638928432768213,42.88340234781603,0.35,0.021853027506520573,1.2090555690934082,0.009332600601214491,0.0
train_IM-0227-0001.jpeg,0,train,0.2894804832425617,67.11669183019234,30.013486802217635,0.8117614508585913,0.5110708638632535,2.8769282430338228,0.28448855925276845,67.04061704233574,30.214776563350043,0.8008552148059064,0.5081296022444317,2.864587775811213,0.0,0.04889523888263076,1,274685.0,0.0,0.05103573071381595,1,188012.0,798,0.07126432624040181,61.008158305322034,0.6325386066177315,40.22582121770096,563,0.06477070986234608,62.3069948823453,0.6595357962568253,36.376762966092286,0.8554883225667838,0.15085292403341752,0.06197890066408379,0.868829797675287,0.17575897672985052,0.04554600794807312,0.27337281351099413,38.162802070056934,0.28,0.004991923989793257,0.46663651677981477,0.006064034528374479,0.0
train_IM-0223-0001.jpeg,0,train,0.24993848671599173,63.213042066703295,30.203193231683855,0.801723940566405,0.4643451839390246,2.8696910216277955,0.225353794061469,62.53388278654305,29.37372237910556,0.7918291997752629,0.42590221103200787,2.8564387343959283,0.0,0.05991107754107085,1,261938.0,0.0,0.06966631938415234,1,213939.0,480,0.05792262487196654,62.755370148141765,0.6527688757404434,36.61512698301234,406,0.05052237078196446,59.47370676089208,0.6313317510243011,36.0292597737989,0.8862595011930592,0.14087770104700378,0.028907653186551086,0.8069258933423678,0.14416927574080393,0.04869318463475883,0.2576587543112193,36.75910067162938,0.24,0.024584692654522733,2.1885850882888107,0.0015233240521868308,0.0
train_IM-0384-0001.jpeg,0,train,0.2917516075905885,81.98561147014554,40.75047563582241,0.8021303285723718,0.5248209418570681,2.868741957422588,0.2877858004522866,79.59890911949564,41.028482003884896,0.8045144023366371,0.5199959202765772,2.8667530690845733,0.0,0.04119541174544369,1,220410.0,0.0,0.04381833976358706,1,202187.0,679,0.050637097058984046,79.9420962107137,0.6584427771741179,51.696343894441725,492,0.037758543679418145,76.78038332145726,0.6467075029350677,50.619954248924586,0.8762660383783676,0.1162232031802551,0.052407017279896995,0.9598412012875417,0.20690602903330585,0.005120582526180473,0.30580357142857145,47.03012743721613,0.34,0.003965807138301913,1.6551636307395299,0.01423815957807173,0.0
train_IM-0619-0001.jpeg,0,train,0.29697854815383357,66.50001505185452,28.454349044270874,0.8121350626974251,0.5230348836796117,2.870293186906022,0.283775057000145,66.5710860777533,28.87423351399089,0.8024800297232026,0.5057351590952023,2.862517333249158,0.0,0.046510388350549534,1,197650.0,0.0,0.052093080467950324,1,162859.0,672,0.08683431584707609,61.842015026073064,0.6663991571357043,33.9330967429116,493,0.05628846686084057,61.00641313323868,0.6727844581504663,35.44083033994694,0.8636339073685274,0.08626005189733577,0.05520001578567674,0.9188338406992952,0.13597186133468533,0.016382931880499996,0.3273424394919722,42.712824263417254,0.28,0.013203491153688574,0.8150719043426236,0.027287152984283275,0.0
train_IM-0637-0001.jpeg,0,train,0.275195837339048,67.73753301820864,30.39166662537796,0.805,0.4977779620478509,2.856509026468402,0.26104461758475206,64.870127789093,30.377804373213817,0.802632326699476,0.47809175117641123,2.8599755085706158,0.0,0.05135434184920201,1,279447.0,0.0,0.05823903252413646,1,248726.0,706,0.08366264410855465,63.54413936332521,0.6607420388730341,38.03630547614852,589,0.06846921155226945,59.954638960469026,0.6338297015752793,39.15735713276456,0.8797525631808002,0.15884870796709588,0.04945377488924427,0.892385380816939,0.11375361771737763,0.03582426203254621,0.2643910461907284,37.34291835094303,0.25,0.014151219754295952,2.4997833687973525,0.014019852686096707,0.0
train_NORMAL2-IM-0997-0001.jpeg,0,train,0.29278450525189004,76.65616890120072,39.323786202229066,0.802513567552128,0.5311642804576169,2.869232991302093,0.2877605219457281,73.85320096826027,36.43449824416471,0.7938055201331402,0.5158692150289521,2.849340554676539,0.0,0.04027982203786713,1,168948.0,0.0,0.05030382565320961,1,114362.0,441,0.0530750317789523,75.74859069194025,0.6230428971226846,50.845027479524106,287,0.08169396018235758,75.17058552803262,0.6538820850910985,45.73918431953454,0.9453094850185823,0.09249799065484218,0.026746710098462023,0.8417929268526448,0.08544271883824123,0.06569791590499907,0.3204453617837728,49.30607863407701,0.31,0.005023983306161939,3.7181026123073337,0.014894894574976114,0.0
train_NORMAL2-IM-1254-0001.jpeg,0,train,0.2654928603836485,65.18898644553394,28.767472906176224,0.8042936145868478,0.4826275501759346,2.873459822738108,0.263407114889405,62.88679395647122,27.885339596125196,0.8000058715309039,0.48316909268534103,2.8639415747717125,0.0,0.0559563658739385,1,376810.0,0.0,0.05934058002768419,1,285486.0,593,0.06922886691085264,60.64399722854556,0.6490066385782012,38.10206393876783,618,0.07319041003023609,58.714702388197814,0.6056455128625503,35.89410551254652,0.852281102131785,0.20916541135173233,0.062276773163378846,0.9626163205625307,0.14847896742815722,0.018118398098502853,0.2574370394809194,36.79963044414359,0.31,0.002085745494243507,1.6425450079726431,0.011636994546867452,0.0
train_IM-0216-0001.jpeg,0,train,0.2441456890399495,69.06028080417661,38.31584661420365,0.801955733137059,0.4533041366527871,2.8614082396716065,0.2415164276154908,68.87765856046386,34.80762570581965,0.795131786993922,0.45025820329743477,2.8543666831701633,0.0,0.06122318004220341,1,294229.0,0.0,0.0680402474827806,1,216307.0,544,0.0692248846080782,67.16258718178301,0.6262893941055171,51.60160370413206,495,0.08329070818472922,62.782421150321845,0.6414845125517856,38.34691893100601,0.8443402340122338,0.13614503909968997,0.04872101258773881,0.8109671225699011,0.09042553191489362,0.05044181918596399,0.2533652077969842,37.573659595024615,0.2,0.0026292614244586843,0.7607777417460468,0.005657515528378426,0.0
train_NORMAL2-IM-1148-0001.jpeg,0,train,0.2558402098211532,66.1018636879762,31.180185925274788,0.8026939203354297,0.47072989549168787,2.8601289793604443,0.2488242953303186,66.98197775026006,33.173561346591065,0.7999273588205225,0.46476233192862426,2.854957981747909,0.0,0.0569284693300151,1,277280.0,0.0,0.061411113379770184,1,224213.0,753,0.03580690232213876,58.376327765542364,0.655882328504454,39.9562761803006,402,0.08998282885421932,63.98783933899017,0.6391345043605334,42.077358358607,0.8914283430373672,0.1322285444138653,0.02865296606449813,0.9607671120600303,0.12270834667862404,0.008196406735711759,0.2522045443941585,34.80679662345931,0.34,0.007015914490834579,0.13995646525451377,0.01806352935599015,0.0
train_IM-0577-0001.jpeg,0,train,0.2711836925536568,67.4126760324939,31.922471292889465,0.8070468165575161,0.4977225079561394,2.8712334502016583,0.25116659426030513,65.4473512026268,31.64623443341519,0.8019413129298767,0.4699343231708875,2.863500761255112,0.0,0.04969759128821587,1,193070.0,0.0,0.05721295136848023,1,146430.0,471,0.032729521425016214,64.2759102953929,0.6184907513433792,42.26895248553239,281,0.04687843397817587,62.75167731540536,0.6556872036536588,41.642834811032294,0.8927881527411395,0.15601538863780676,0.03603893581970957,0.8435251377716632,0.14100595825565668,0.046750153515074444,0.29711821387659754,40.53425378978101,0.22,0.020017098293351687,2.4726322065304203,0.006568855502733284,0.0
train_NORMAL2-IM-1376-0001.jpeg,0,train,0.3442652654466389,86.73920122731099,40.912551020994684,0.8273115220483641,0.5739190903169885,2.8801646829723073,0.35161680044216836,85.20711470861347,38.68884841291981,0.8240432901637292,0.5834030335490371,2.880395229970919,0.0,0.028447182460590685,1,133618.0,0.0,0.027552372986642013,1,132315.0,883,0.049240216843043444,61.047529984318935,0.6742421292690141,38.316002258605,834,0.06802251928372635,63.96578361483932,0.7042462899397812,40.162644427252665,0.9817773680383405,0.2047068997467416,0.01565967754889047,0.9936943644706822,0.22166561339149468,0.006342566549559114,0.31588750721443937,43.500926983593764,0.37,0.007351534995529485,0.6336116743185443,0.00807899182018565,0.0
train_NORMAL2-IM-0781-0001.jpeg,0,train,0.22999989150129657,59.89692385088358,25.868012366802486,0.804103139859612,0.4241952108672301,2.871078219190581,0.2185132743837013,59.016282706727075,26.405396909562242,0.8020941252919576,0.4035482302384553,2.871879756841168,0.0,0.07236321025963739,1,709182.0,0.0,0.07859206738529671,1,582933.0,1353,0.057936137663154925,52.903180791152835,0.6103901942210509,33.84525012161188,1352,0.08481700921484288,51.66428990237676,0.6421260790412219,32.52036699053612,0.7249553023941736,0.11022657414409992,0.09493223624279876,0.7189687534626278,0.19133878121740724,0.08704184064254628,0.22689857936059352,33.26617153461691,0.22,0.011486617117595271,1.1899433627352778,0.014194354979393947,0.0
train_IM-0621-0001.jpeg,0,train,0.2826854976980144,67.9057568322677,32.79340077815473,0.8075719971215837,0.5143453767244135,2.8652958014499124,0.2983184640052625,69.85859510328098,32.68997496287609,0.8088133958103638,0.5314003206841261,2.864979449938272,0.0,0.04797429414768411,1,172627.0,0.0,0.04516815359947375,1,136307.0,479,0.09317126025930031,68.79750883170279,0.6776757841640826,43.11193660936897,437,0.09813756526744234,68.86823627414813,0.6661711022164074,40.18280836003641,0.8931377683485494,0.1551759877285353,0.04405175264515748,0.9702870132208282,0.12872519727265763,0.006413237069721467,0.3062395274204084,41.257757319934285,0.25,0.015632966307248142,1.69691718829106,0.003965977778111279,0.0
train_NORMAL2-IM-0858-0001.jpeg,0,train,0.23715584084648894,68.46480352477582,35.285474868118236,0.8076288422426033,0.45318282753515915,2.8655620225065466,0.21186194607193856,69.89538530410573,37.96100251005619,0.7968796936016822,0.40779765243089944,2.831292664771397,0.0,0.05783511909817864,1,251289.0,0.0,0.06813598558524157,1,197997.0,450,0.06557680406741818,61.80426334605361,0.6205070987694689,49.29551422963865,284,0.05952054222402539,70.39460826906884,0.6888504245468396,51.161437479763975,0.8380218059885574,0.25239206918094237,0.06591065750427344,0.7908478927433698,0.2034259354478544,0.05202246481414771,0.2657170662655932,39.973165710406455,0.32,0.02529389477455038,1.4640458416782565,0.012455193762136496,0.0
train_NORMAL2-IM-1218-0001.jpeg,0,train,0.2448605147203278,63.470484481408874,29.14066652595413,0.8013954754502343,0.4545041536863967,2.860771533113752,0.2300260214174464,64.4818894885966,31.25265365042577,0.7893184830519794,0.43025858340443335,2.840461110006159,0.0,0.06078976172434116,1,430138.0,0.0,0.06620453637680714,1,325576.0,1010,0.09650304510117594,56.811823271585894,0.6440114271042228,35.210971489025255,575,0.04193915100694141,56.80454394060413,0.6359449675578779,39.95577753520173,0.7831467315378253,0.14275457909667177,0.07969815547589937,0.7642886170908483,0.12693171082624788,0.07168891242418382,0.2522487289792726,36.412656644379695,0.27,0.01483449330288139,0.6598896925443043,0.004296472951745733,0.0
train_IM-0727-0001.jpeg,0,train,0.3043038933973286,75.53422854269172,38.31137526142613,0.8015668776590226,0.5416779816224068,2.861423481585304,0.2965166462457,73.34413545850812,36.17647174599175,0.798460730159181,0.5308230281135659,2.8564468174093705,0.0,0.03912659067226625,1,220096.0,0.0,0.04344823811268163,1,166889.0,787,0.030335659477722696,76.0521707102275,0.6967385542977228,50.01145009271478,487,0.034008277859882696,77.12369163295331,0.6772468559180127,45.994342802692834,0.926049109745398,0.08761886486716984,0.02428787148576733,0.9941576553374397,0.13664195034265814,-0.013941250719301412,0.32743331752971955,45.77979637755561,0.2,0.007787247151628596,2.1330931041722536,0.014199996516641417,0.0
train_IM-0141-0001.jpeg,0,train,0.2768953608873302,70.84744278977178,34.60352457436523,0.8029879665510912,0.5025173589050689,2.8626889796265766,0.26800280189062153,69.29421409675827,33.639981218819884,0.7998094703030155,0.48769262998022966,2.8584270937967933,0.0,0.04906237910888601,1,255816.0,0.0,0.0542309857679668,1,223403.0,556,0.07828802652051019,68.71120737452786,0.6752690522360184,47.92639954818287,592,0.06034211870065596,64.62513335645195,0.6908464309946587,38.84631052577804,0.8749942891909295,0.09679966466178606,0.0465252576714347,0.879593518885215,0.22972111242695956,0.04519173786529465,0.31800894387094075,42.97591208568502,0.38,0.008892558996708655,1.6292901548228258,0.01210551149431846,0.0
train_IM-0514-0001.jpeg,0,train,0.26257280345853956,66.27197773944086,32.778555951066956,0.80723704986225,0.48034413841020407,2.8629198863986893,0.24933574646694134,66.36871922540924,33.45635250282387,0.8042728442728443,0.45849217656949953,2.856736087739879,0.0,0.056838878833886594,1,257590.0,0.0,0.0623018470740755,1,233708.0,510,0.05279019165501526,62.69865055014719,0.6863434365552994,44.912505516516276,479,0.08549616850860642,61.19874034072739,0.668054540601188,43.496345788200934,0.8697819374285449,0.18190654135054543,0.037165798191192645,0.8623355257000541,0.0898628850068222,0.05045859614986206,0.29765569076592696,40.63993120235693,0.27,0.013237056991598217,0.9595968398660446,0.0022483643859005087,0.0
train_NORMAL2-IM-0799-0001.jpeg,0,train,0.28925270343744336,70.75925625555723,34.23078099621269,0.8049540517961571,0.5200024164803964,2.8638522467323595,0.2871045974731817,71.1637215829021,35.141121729857694,0.8023099390399089,0.5147130972139584,2.853681661746845,0.0,0.04579230350993778,1,293864.0,0.0,0.04864351402415474,1,204607.0,759,0.0288962725789887,70.85463459076477,0.6692984088249919,45.874613620933566,490,0.07475721736830934,67.15259273799172,0.6678293104210783,42.67469406270663,0.9141256724048924,0.1814882631431352,0.0335860503025493,0.8799800068210485,0.18302404772589287,0.0430223998403661,0.3126019529006318,43.29058854808401,0.34,0.0021481059642616818,0.055174301850350105,0.0034701586751939573,0.0
train_NORMAL2-IM-0512-0001.jpeg,0,train,0.29574734921901724,79.92512392148562,40.51777062402955,0.8017803322352282,0.5310441088573571,2.86233064476092,0.29030902039284373,78.84832201902988,41.3391746284465,0.794435538087604,0.5295433504316277,2.8532083674552315,0.0,0.037928020370159236,1,203556.0,0.0,0.0414262479669711,1,141625.0,574,0.039354898892009826,77.67208891751274,0.6592721389731134,52.12307555453555,371,0.027914425121981733,83.4918913186552,0.6615707956824384,52.161415096869035,0.8673332286329584,0.21418517457430775,0.05832918129246745,0.9057252509863633,0.1544918192324068,0.04225018274421577,0.31447128430980026,46.892177376222705,0.31,0.005438328826173511,0.767276695826844,0.0043933845008907735,0.0
train_IM-0509-0001-0002.jpeg,0,train,0.31874941724105776,77.95879827285854,37.40565526147693,0.8080826264035462,0.5614712063289414,2.858911945504145,0.3041889074060656,75.2568771185645,36.31681914049032,0.805944472381759,0.5432537094735486,2.8564570805494336,0.0,0.03520939873621999,1,94819.0,0.0,0.041212794564000996,1,86300.0,419,0.03390401870566549,83.68898433325187,0.6586039499733936,47.69586686004034,306,0.04688871176806834,81.80954384700642,0.6620395852904581,46.08575741288244,0.9408795720097667,0.11243989944597661,0.015205020374927103,1.0041734340320578,0.10157359851382362,-0.01886797538355517,0.34365071875688086,51.489987149679315,0.29,0.014560509834992186,2.8214668371260245,0.010333931595571777,0.0
train_IM-0614-0001.jpeg,0,train,0.24598234001092834,68.72626015038595,35.085478988947585,0.7951677688968232,0.4591821713453079,2.8616927616413044,0.2355866042938133,66.91163001284843,33.49802717350888,0.7926885396804524,0.4451655875336906,2.8581262266136647,0.0,0.06007839458273972,1,302024.0,0.0,0.06472939062548407,1,246570.0,535,0.051113667154865476,67.47595445636072,0.6193109219037847,49.069613659973044,462,0.04850522011214722,60.870620127103095,0.634454991758434,43.58079576155152,0.7821167838285976,0.15103240917623217,0.08000263975566146,0.7248373739913324,0.18560436832961033,0.09251896990100122,0.19820258889582035,33.767037817526045,0.27,0.010395735717115023,1.849505316737826,0.01983510094193741,0.0
train_NORMAL2-IM-0502-0001.jpeg,0,train,0.31416469030147515,82.51146395702264,38.73541956864142,0.804412573313783,0.5534626278039494,2.8717151093961304,0.29970604855642363,83.04894771021844,42.436853533394135,0.7974052932018681,0.5407047576585498,2.864092093603898,0.0,0.03326411556608017,1,190374.0,0.0,0.040417027409546426,1,134914.0,581,0.037122076389063834,82.563976913193,0.667876012858566,50.28495538359962,348,0.05435250325316633,90.9536047269212,0.6631603551199304,57.09593709330366,0.9260021104274598,0.19347595430207024,0.03189858225490727,0.9462923380103911,0.17669315971928637,0.013199455206908295,0.3393182409575852,50.32994985199258,0.46,0.014458641745051515,0.6227796537815209,0.00400309232680332,0.0
train_IM-0382-0001.jpeg,0,train,0.3326856226875798,86.63339297743661,39.28433516031411,0.8117515232159115,0.5646359306996207,2.872649434055565,0.31347747747747745,85.5258305426564,40.427940505559164,0.8036555925968503,0.5491591591591591,2.8650096058328267,0.0,0.02938928807746433,1,142924.0,0.0,0.03596996996996997,1,114118.0,710,0.06180277909805128,84.79993953965153,0.6851289136132738,49.91252546199302,515,0.042276276276276274,86.71115961134215,0.6994333975429295,50.3740255958473,0.9296802702591264,0.1780783036981384,0.01844101710150553,0.8710666091439047,0.12507781697447604,0.0557884513049568,0.3401927047487956,55.42432048619695,0.41,0.019208145210102334,1.7952821046869687,0.0036417386436118915,0.0
train_NORMAL2-IM-0626-0001.jpeg,0,train,0.28750573986549055,69.5008119173366,31.37325147666225,0.8114129907259523,0.5160551331521946,2.8643117983292514,0.27198956243266487,66.25184053632303,29.892748981078277,0.8032681638684982,0.4886975774168998,2.858307897015666,0.0,0.04696668721601936,1,280564.0,0.0,0.05738685222341929,1,220711.0,760,0.06340870632945432,66.21057003286853,0.6464129196308059,37.729159478885286,535,0.0892398828409424,62.741276412881845,0.6460268058727157,37.613049142770464,0.8831091330485887,0.1440430555202965,0.03947644955434931,0.8793454349493216,0.11054895016443207,0.04171387728486353,0.31277424444115765,41.75063166711278,0.27,0.015516177432825684,3.540940980351145,0.008195867457309575,0.0
